URL,License,Title,Author(s),PDF
http://arxiv.org/abs/2303.13547v1,creativecommons.org/licenses/by/4.0/,A comprehensive evaluation of ChatGPT's zero-shot Text-to-SQL capability,Aiwei Liu and Xuming Hu and Lijie Wen and Philip S. Yu,http://arxiv.org/pdf/2303.13547v1
http://arxiv.org/abs/2303.15422v1,creativecommons.org/licenses/by/4.0/,KPEval: Towards Fine-grained Semantic-based Evaluation of Keyphrase Extraction and Generation Systems,Di Wu and Da Yin and Kai-Wei Chang,http://arxiv.org/pdf/2303.15422v1
http://arxiv.org/abs/2102.10958v1,creativecommons.org/licenses/by/4.0/,"Bilingual Language Modeling, A transfer learning technique for Roman Urdu",Usama Khalid and Mirza Omer Beg and Muhammad Umair Arshad,http://arxiv.org/pdf/2102.10958v1
http://arxiv.org/abs/2212.10785v1,creativecommons.org/licenses/by/4.0/,SERENGETI: Massively Multilingual Language Models for Africa,Ife Adebara and AbdelRahim Elmadany and Muhammad Abdul-Mageed and Alcides Alcoba Inciarte,http://arxiv.org/pdf/2212.10785v1
http://arxiv.org/abs/2206.11719v2,creativecommons.org/licenses/by/4.0/,AST-Probe: Recovering abstract syntax trees from hidden representations of pre-trained language models,José Antonio Hernández López and Martin Weyssow and Jesús Sánchez Cuadrado and Houari Sahraoui,http://arxiv.org/pdf/2206.11719v2
http://arxiv.org/abs/2102.04472v1,creativecommons.org/licenses/by/4.0/,PyAutoFit: A Classy Probabilistic Programming Language for Model Composition and Fitting,James. W. Nightingale and Richard G. Hayes and Matthew Griffiths,http://arxiv.org/pdf/2102.04472v1
http://arxiv.org/abs/2201.01845v2,creativecommons.org/licenses/by/4.0/,Data-driven Model Generalizability in Crosslinguistic Low-resource Morphological Segmentation,Zoey Liu and Emily Prud'hommeaux,http://arxiv.org/pdf/2201.01845v2
http://arxiv.org/abs/2201.06170v2,creativecommons.org/licenses/by/4.0/,Evaluation of HTR models without Ground Truth Material,Phillip Benjamin Ströbel and Simon Clematide and Martin Volk and Raphael Schwitter and Tobias Hodel and David Schoch,http://arxiv.org/pdf/2201.06170v2
http://arxiv.org/abs/2302.04870v1,creativecommons.org/licenses/by/4.0/,Offsite-Tuning: Transfer Learning without Full Model,Guangxuan Xiao and Ji Lin and Song Han,http://arxiv.org/pdf/2302.04870v1
http://arxiv.org/abs/2011.04732v1,creativecommons.org/licenses/by/4.0/,CLAR: A Cross-Lingual Argument Regularizer for Semantic Role Labeling,Ishan Jindal and Yunyao Li and Siddhartha Brahma and Huaiyu Zhu,http://arxiv.org/pdf/2011.04732v1
http://arxiv.org/abs/2102.10957v1,creativecommons.org/licenses/by/4.0/,Co-occurrences using Fasttext embeddings for word similarity tasks in Urdu,Usama Khalid and Aizaz Hussain and Muhammad Umair Arshad and Waseem Shahzad and Mirza Omer Beg,http://arxiv.org/pdf/2102.10957v1
http://arxiv.org/abs/2012.07974v3,creativecommons.org/licenses/by/4.0/,A review of on-device fully neural end-to-end automatic speech recognition algorithms,Chanwoo Kim and Dhananjaya Gowda and Dongsoo Lee and Jiyeon Kim and Ankur Kumar and Sungsoo Kim and Abhinav Garg and Changwoo Han,http://arxiv.org/pdf/2012.07974v3
http://arxiv.org/abs/2210.01293v1,creativecommons.org/licenses/by/4.0/,ThinkSum: Probabilistic reasoning over sets using large language models,Batu Ozturkler and Nikolay Malkin and Zhen Wang and Nebojsa Jojic,http://arxiv.org/pdf/2210.01293v1
http://arxiv.org/abs/2101.06351v1,creativecommons.org/licenses/by/4.0/,Weakly-Supervised Hierarchical Models for Predicting Persuasive Strategies in Good-faith Textual Requests,Jiaao Chen and Diyi Yang,http://arxiv.org/pdf/2101.06351v1
http://arxiv.org/abs/2211.15603v3,creativecommons.org/licenses/by/4.0/,Action-GPT: Leveraging Large-scale Language Models for Improved and Generalized Action Generation,Sai Shashank Kalakonda and Shubh Maheshwari and Ravi Kiran Sarvadevabhatla,http://arxiv.org/pdf/2211.15603v3
http://arxiv.org/abs/2302.08722v3,creativecommons.org/licenses/by/4.0/,GPT4MIA: Utilizing Generative Pre-trained Transformer (GPT-3) as A Plug-and-Play Transductive Model for Medical Image Analysis,Yizhe Zhang and Danny Z. Chen,http://arxiv.org/pdf/2302.08722v3
http://arxiv.org/abs/2304.09337v1,creativecommons.org/licenses/by/4.0/,Promptify: Text-to-Image Generation through Interactive Prompt Exploration with Large Language Models,Stephen Brade and Bryan Wang and Mauricio Sousa and Sageev Oore and Tovi Grossman,http://arxiv.org/pdf/2304.09337v1
http://arxiv.org/abs/1908.10747v1,creativecommons.org/licenses/by/4.0/,Language Tasks and Language Games: On Methodology in Current Natural Language Processing Research,David Schlangen,http://arxiv.org/pdf/1908.10747v1
http://arxiv.org/abs/2104.01294v1,creativecommons.org/licenses/by/4.0/,Representations of Language Varieties Are Reliable Given Corpus Similarity Measures,Jonathan Dunn,http://arxiv.org/pdf/2104.01294v1
http://arxiv.org/abs/2108.09814v1,creativecommons.org/licenses/by/4.0/,UzBERT: pretraining a BERT model for Uzbek,B. Mansurov and A. Mansurov,http://arxiv.org/pdf/2108.09814v1
http://arxiv.org/abs/2109.15254v2,creativecommons.org/licenses/by/4.0/,SlovakBERT: Slovak Masked Language Model,Matúš Pikuliak and Štefan Grivalský and Martin Konôpka and Miroslav Blšták and Martin Tamajka and Viktor Bachratý and Marián Šimko and Pavol Balážik and Michal Trnka and Filip Uhlárik,http://arxiv.org/pdf/2109.15254v2
http://arxiv.org/abs/2108.03070v1,creativecommons.org/licenses/by/4.0/,SWSR: A Chinese Dataset and Lexicon for Online Sexism Detection,Aiqi Jiang and Xiaohan Yang and Yang Liu and Arkaitz Zubiaga,http://arxiv.org/pdf/2108.03070v1
http://arxiv.org/abs/2209.04725v1,creativecommons.org/licenses/by/4.0/,Anticipating the Unseen Discrepancy for Vision and Language Navigation,Yujie Lu and Huiliang Zhang and Ping Nie and Weixi Feng and Wenda Xu and Xin Eric Wang and William Yang Wang,http://arxiv.org/pdf/2209.04725v1
http://arxiv.org/abs/2304.04498v2,creativecommons.org/licenses/by/4.0/,Towards Digital Nature: Bridging the Gap between Turing Machine Objects and Linguistic Objects in LLMMs for Universal Interaction of Object-Oriented Descriptions,Yoichi Ochiai and Naruya Kondo and Tatsuki Fushimi,http://arxiv.org/pdf/2304.04498v2
http://arxiv.org/abs/2208.05577v1,creativecommons.org/licenses/by/4.0/,Reducing Retraining by Recycling Parameter-Efficient Prompts,Brian Lester and Joshua Yurtsever and Siamak Shakeri and Noah Constant,http://arxiv.org/pdf/2208.05577v1
http://arxiv.org/abs/2210.16298v1,creativecommons.org/licenses/by/4.0/,Investigating Ensemble Methods for Model Robustness Improvement of Text Classifiers,Jieyu Zhao and Xuezhi Wang and Yao Qin and Jilin Chen and Kai-Wei Chang,http://arxiv.org/pdf/2210.16298v1
http://arxiv.org/abs/2112.01753v2,creativecommons.org/licenses/by/4.0/,Probing Linguistic Information For Logical Inference In Pre-trained Language Models,Zeming Chen and Qiyue Gao,http://arxiv.org/pdf/2112.01753v2
http://arxiv.org/abs/2203.05936v2,creativecommons.org/licenses/by/4.0/,Are discrete units necessary for Spoken Language Modeling?,Tu Anh Nguyen and Benoit Sagot and Emmanuel Dupoux,http://arxiv.org/pdf/2203.05936v2
http://arxiv.org/abs/2108.05652v1,creativecommons.org/licenses/by/4.0/,Modeling Relevance Ranking under the Pre-training and Fine-tuning Paradigm,Lin Bo and Liang Pang and Gang Wang and Jun Xu and XiuQiang He and Ji-Rong Wen,http://arxiv.org/pdf/2108.05652v1
http://arxiv.org/abs/2009.08445v2,creativecommons.org/licenses/by/4.0/,Self-Supervised Meta-Learning for Few-Shot Natural Language Classification Tasks,Trapit Bansal and Rishikesh Jha and Tsendsuren Munkhdalai and Andrew McCallum,http://arxiv.org/pdf/2009.08445v2
http://arxiv.org/abs/2104.06591v2,creativecommons.org/licenses/by/4.0/,Zero-Resource Multi-Dialectal Arabic Natural Language Understanding,Muhammad Khalifa and Hesham Hassan and Aly Fahmy,http://arxiv.org/pdf/2104.06591v2
http://arxiv.org/abs/2108.10561v1,creativecommons.org/licenses/by/4.0/,Taming the Beast: Learning to Control Neural Conversational Models,Andrea Madotto,http://arxiv.org/pdf/2108.10561v1
http://arxiv.org/abs/2109.13620v1,creativecommons.org/licenses/by/4.0/,Cross-lingual Intermediate Fine-tuning improves Dialogue State Tracking,Nikita Moghe and Mark Steedman and Alexandra Birch,http://arxiv.org/pdf/2109.13620v1
http://arxiv.org/abs/2112.02945v1,creativecommons.org/licenses/by/4.0/,Configuration Space Exploration for Digital Printing Systems,Jasper Denkers and Marvin Brunner and Louis van Gool and Eelco Visser,http://arxiv.org/pdf/2112.02945v1
http://arxiv.org/abs/2201.03425v1,creativecommons.org/licenses/by/4.0/,"Towards Trustworthy AutoGrading of Short, Multi-lingual, Multi-type Answers",Johannes Schneider and Robin Richner and Micha Riser,http://arxiv.org/pdf/2201.03425v1
http://arxiv.org/abs/2202.13529v1,creativecommons.org/licenses/by/4.0/,"KMIR: A Benchmark for Evaluating Knowledge Memorization, Identification and Reasoning Abilities of Language Models",Daniel Gao and Yantao Jia and Lei Li and Chengzhen Fu and Zhicheng Dou and Hao Jiang and Xinyu Zhang and Lei Chen and Zhao Cao,http://arxiv.org/pdf/2202.13529v1
http://arxiv.org/abs/2203.07731v1,creativecommons.org/licenses/by/4.0/,Evaluating BERT-based Pre-training Language Models for Detecting Misinformation,Rini Anggrainingsih and Ghulam Mubashar Hassan and Amitava Datta,http://arxiv.org/pdf/2203.07731v1
http://arxiv.org/abs/2204.08405v1,creativecommons.org/licenses/by/4.0/,Zero-shot Entity and Tweet Characterization with Designed Conditional Prompts and Contexts,Sharath Srivatsa and Tushar Mohan and Kumari Neha and Nishchay Malakar and Ponnurangam Kumaraguru and Srinath Srinivasa,http://arxiv.org/pdf/2204.08405v1
http://arxiv.org/abs/2206.00761v2,creativecommons.org/licenses/by/4.0/,On Reinforcement Learning and Distribution Matching for Fine-Tuning Language Models with no Catastrophic Forgetting,Tomasz Korbak and Hady Elsahar and Germán Kruszewski and Marc Dymetman,http://arxiv.org/pdf/2206.00761v2
http://arxiv.org/abs/2209.12786v1,creativecommons.org/licenses/by/4.0/,Do ever larger octopi still amplify reporting biases? Evidence from judgments of typical colour,Fangyu Liu and Julian Martin Eisenschlos and Jeremy R. Cole and Nigel Collier,http://arxiv.org/pdf/2209.12786v1
http://arxiv.org/abs/2303.08033v1,creativecommons.org/licenses/by/4.0/,Large Language Models (GPT) Struggle to Answer Multiple-Choice Questions about Code,Jaromir Savelka and Arav Agarwal and Christopher Bogart and Majd Sakr,http://arxiv.org/pdf/2303.08033v1
http://arxiv.org/abs/2010.01063v1,creativecommons.org/licenses/by/4.0/,Syntax Representation in Word Embeddings and Neural Networks -- A Survey,Tomasz Limisiewicz and David Mareček,http://arxiv.org/pdf/2010.01063v1
http://arxiv.org/abs/2205.06644v1,creativecommons.org/licenses/by/4.0/,Controlling Translation Formality Using Pre-trained Multilingual Language Models,Elijah Rippeth and Sweta Agrawal and Marine Carpuat,http://arxiv.org/pdf/2205.06644v1
http://arxiv.org/abs/2012.08673v2,creativecommons.org/licenses/by/4.0/,A Closer Look at the Robustness of Vision-and-Language Pre-trained Models,Linjie Li and Zhe Gan and Jingjing Liu,http://arxiv.org/pdf/2012.08673v2
http://arxiv.org/abs/2106.12230v1,creativecommons.org/licenses/by/4.0/,Recognising Biomedical Names: Challenges and Solutions,Xiang Dai,http://arxiv.org/pdf/2106.12230v1
http://arxiv.org/abs/2205.11388v1,creativecommons.org/licenses/by/4.0/,StreamingQA: A Benchmark for Adaptation to New Knowledge over Time in Question Answering Models,Adam Liška and Tomáš Kočiský and Elena Gribovskaya and Tayfun Terzi and Eren Sezener and Devang Agrawal and Cyprien de Masson d'Autume and Tim Scholtes and Manzil Zaheer and Susannah Young and Ellen Gilsenan-McMahon and Sophia Austin and Phil Blunsom and Angeliki Lazaridou,http://arxiv.org/pdf/2205.11388v1
http://arxiv.org/abs/2210.07144v1,creativecommons.org/licenses/by/4.0/,Reprogramming Large Pretrained Language Models for Antibody Sequence Infilling,Igor Melnyk and Vijil Chenthamarakshan and Pin-Yu Chen and Payel Das and Amit Dhurandhar and Inkit Padhi and Devleena Das,http://arxiv.org/pdf/2210.07144v1
http://arxiv.org/abs/2303.14070v4,creativecommons.org/licenses/by/4.0/,ChatDoctor: A Medical Chat Model Fine-tuned on LLaMA Model using Medical Domain Knowledge,Yunxiang Li and Zihan Li and Kai Zhang and Ruilong Dan and You Zhang,http://arxiv.org/pdf/2303.14070v4
http://arxiv.org/abs/2212.10947v1,creativecommons.org/licenses/by/4.0/,Parallel Context Windows Improve In-Context Learning of Large Language Models,Nir Ratner and Yoav Levine and Yonatan Belinkov and Ori Ram and Omri Abend and Ehud Karpas and Amnon Shashua and Kevin Leyton-Brown and Yoav Shoham,http://arxiv.org/pdf/2212.10947v1
http://arxiv.org/abs/2304.10014v1,creativecommons.org/licenses/by/4.0/,Physics task development of prospective physics teachers using ChatGPT,Stefan Küchemann and Steffen Steinert and Natalia Revenga and Matthias Schweinberger and Yavuz Dinc and Karina E. Avila and Jochen Kuhn,http://arxiv.org/pdf/2304.10014v1
http://arxiv.org/abs/2304.10691v1,creativecommons.org/licenses/by/4.0/,SkinGPT: A Dermatology Diagnostic System with Vision Large Language Model,Juexiao Zhou and Xin Gao,http://arxiv.org/pdf/2304.10691v1
http://arxiv.org/abs/2203.10326v2,creativecommons.org/licenses/by/4.0/,Pretraining with Artificial Language: Studying Transferable Knowledge in Language Models,Ryokan Ri and Yoshimasa Tsuruoka,http://arxiv.org/pdf/2203.10326v2
http://arxiv.org/abs/2101.09368v2,creativecommons.org/licenses/by/4.0/,Effects of Pre- and Post-Processing on type-based Embeddings in Lexical Semantic Change Detection,Jens Kaiser and Sinan Kurtyigit and Serge Kotchourko and Dominik Schlechtweg,http://arxiv.org/pdf/2101.09368v2
http://arxiv.org/abs/2304.05403v1,creativecommons.org/licenses/by/4.0/,Isolated Sign Language Recognition based on Tree Structure Skeleton Images,David Laines and Gissella Bejarano and Miguel Gonzalez-Mendoza and Gilberto Ochoa-Ruiz,http://arxiv.org/pdf/2304.05403v1
http://arxiv.org/abs/1806.02557v2,creativecommons.org/licenses/by/4.0/,Emoji-Powered Representation Learning for Cross-Lingual Sentiment Classification,Zhenpeng Chen and Sheng Shen and Ziniu Hu and Xuan Lu and Qiaozhu Mei and Xuanzhe Liu,http://arxiv.org/pdf/1806.02557v2
http://arxiv.org/abs/2107.06569v1,creativecommons.org/licenses/by/4.0/,Importance-based Neuron Allocation for Multilingual Neural Machine Translation,Wanying Xie and Yang Feng and Shuhao Gu and Dong Yu,http://arxiv.org/pdf/2107.06569v1
http://arxiv.org/abs/2303.01249v1,creativecommons.org/licenses/by/4.0/,Language-Universal Adapter Learning with Knowledge Distillation for End-to-End Multilingual Speech Recognition,Zhijie Shen and Wu Guo and Bin Gu,http://arxiv.org/pdf/2303.01249v1
http://arxiv.org/abs/2001.05315v1,creativecommons.org/licenses/by/4.0/,A Continuous Space Neural Language Model for Bengali Language,Hemayet Ahmed Chowdhury and Md. Azizul Haque Imon and Anisur Rahman and Aisha Khatun and Md. Saiful Islam,http://arxiv.org/pdf/2001.05315v1
http://arxiv.org/abs/2211.00635v1,creativecommons.org/licenses/by/4.0/,Preserving In-Context Learning ability in Large Language Model Fine-tuning,Yihan Wang and Si Si and Daliang Li and Michal Lukasik and Felix Yu and Cho-Jui Hsieh and Inderjit S Dhillon and Sanjiv Kumar,http://arxiv.org/pdf/2211.00635v1
http://arxiv.org/abs/2210.14353v2,creativecommons.org/licenses/by/4.0/,"RoMQA: A Benchmark for Robust, Multi-evidence, Multi-answer Question Answering",Victor Zhong and Weijia Shi and Wen-tau Yih and Luke Zettlemoyer,http://arxiv.org/pdf/2210.14353v2
http://arxiv.org/abs/2301.11293v1,creativecommons.org/licenses/by/4.0/,Understanding Finetuning for Factual Knowledge Extraction from Language Models,Mehran Kazemi and Sid Mittal and Deepak Ramachandran,http://arxiv.org/pdf/2301.11293v1
http://arxiv.org/abs/2303.01903v2,creativecommons.org/licenses/by/4.0/,Prompting Large Language Models with Answer Heuristics for Knowledge-based Visual Question Answering,Zhenwei Shao and Zhou Yu and Meng Wang and Jun Yu,http://arxiv.org/pdf/2303.01903v2
http://arxiv.org/abs/2303.09128v1,creativecommons.org/licenses/by/4.0/,Exploring Distributional Shifts in Large Language Models for Code Analysis,Shushan Arakelyan and Rocktim Jyoti Das and Yi Mao and Xiang Ren,http://arxiv.org/pdf/2303.09128v1
http://arxiv.org/abs/2303.10431v1,creativecommons.org/licenses/by/4.0/,DeAR: Debiasing Vision-Language Models with Additive Residuals,Ashish Seth and Mayur Hemani and Chirag Agarwal,http://arxiv.org/pdf/2303.10431v1
http://arxiv.org/abs/2303.13217v3,creativecommons.org/licenses/by/4.0/,Fairness-guided Few-shot Prompting for Large Language Models,Huan Ma and Changqing Zhang and Yatao Bian and Lemao Liu and Zhirui Zhang and Peilin Zhao and Shu Zhang and Huazhu Fu and Qinghua Hu and Bingzhe Wu,http://arxiv.org/pdf/2303.13217v3
http://arxiv.org/abs/2303.13379v1,creativecommons.org/licenses/by/4.0/,Practical and Ethical Challenges of Large Language Models in Education: A Systematic Literature Review,Lixiang Yan and Lele Sha and Linxuan Zhao and Yuheng Li and Roberto Martinez-Maldonado and Guanliang Chen and Xinyu Li and Yueqiao Jin and Dragan Gašević,http://arxiv.org/pdf/2303.13379v1
http://arxiv.org/abs/2108.06665v1,creativecommons.org/licenses/by/4.0/,"Accurate, yet inconsistent? Consistency Analysis on Language Understanding Models",Myeongjun Jang and Deuk Sin Kwon and Thomas Lukasiewicz,http://arxiv.org/pdf/2108.06665v1
http://arxiv.org/abs/2012.14005v1,creativecommons.org/licenses/by/4.0/,Neural document expansion for ad-hoc information retrieval,Cheng Tang and Andrew Arnold,http://arxiv.org/pdf/2012.14005v1
http://arxiv.org/abs/2103.15760v2,creativecommons.org/licenses/by/4.0/,Shrinking Bigfoot: Reducing wav2vec 2.0 footprint,Zilun Peng and Akshay Budhkar and Ilana Tuil and Jason Levy and Parinaz Sobhani and Raphael Cohen and Jumana Nassour,http://arxiv.org/pdf/2103.15760v2
http://arxiv.org/abs/2109.08627v1,creativecommons.org/licenses/by/4.0/,Classification-based Quality Estimation: Small and Efficient Models for Real-world Applications,Shuo Sun and Ahmed El-Kishky and Vishrav Chaudhary and James Cross and Francisco Guzmán and Lucia Specia,http://arxiv.org/pdf/2109.08627v1
http://arxiv.org/abs/2205.12113v2,creativecommons.org/licenses/by/4.0/,The Curious Case of Control,Elias Stengel-Eskin and Benjamin Van Durme,http://arxiv.org/pdf/2205.12113v2
http://arxiv.org/abs/2211.02941v3,creativecommons.org/licenses/by/4.0/,Small Language Models for Tabular Data,Benjamin L. Badger,http://arxiv.org/pdf/2211.02941v3
http://arxiv.org/abs/2210.06475v2,creativecommons.org/licenses/by/4.0/,Equi-Tuning: Group Equivariant Fine-Tuning of Pretrained Models,Sourya Basu and Prasanna Sattigeri and Karthikeyan Natesan Ramamurthy and Vijil Chenthamarakshan and Kush R. Varshney and Lav R. Varshney and Payel Das,http://arxiv.org/pdf/2210.06475v2
http://arxiv.org/abs/2212.10696v1,creativecommons.org/licenses/by/4.0/,Analyzing Semantic Faithfulness of Language Models via Input Intervention on Conversational Question Answering,Akshay Chaturvedi and Swarnadeep Bhar and Soumadeep Saha and Utpal Garain and Nicholas Asher,http://arxiv.org/pdf/2212.10696v1
http://arxiv.org/abs/1803.06456v1,creativecommons.org/licenses/by/4.0/,Experiments with Neural Networks for Small and Large Scale Authorship Verification,Marjan Hosseinia and Arjun Mukherjee,http://arxiv.org/pdf/1803.06456v1
http://arxiv.org/abs/2104.05022v2,creativecommons.org/licenses/by/4.0/,WEC: Deriving a Large-scale Cross-document Event Coreference dataset from Wikipedia,Alon Eirew and Arie Cattan and Ido Dagan,http://arxiv.org/pdf/2104.05022v2
http://arxiv.org/abs/2203.08118v3,creativecommons.org/licenses/by/4.0/,Representation Learning for Resource-Constrained Keyphrase Generation,Di Wu and Wasi Uddin Ahmad and Sunipa Dev and Kai-Wei Chang,http://arxiv.org/pdf/2203.08118v3
http://arxiv.org/abs/2210.05793v2,creativecommons.org/licenses/by/4.0/,Comparison of Soft and Hard Target RNN-T Distillation for Large-scale ASR,Dongseong Hwang and Khe Chai Sim and Yu Zhang and Trevor Strohman,http://arxiv.org/pdf/2210.05793v2
http://arxiv.org/abs/1904.00585v2,creativecommons.org/licenses/by/4.0/,Using Similarity Measures to Select Pretraining Data for NER,Xiang Dai and Sarvnaz Karimi and Ben Hachey and Cecile Paris,http://arxiv.org/pdf/1904.00585v2
http://arxiv.org/abs/1911.04286v1,creativecommons.org/licenses/by/4.0/,Deep Contextualized Self-training for Low Resource Dependency Parsing,Guy Rotman and Roi Reichart,http://arxiv.org/pdf/1911.04286v1
http://arxiv.org/abs/2004.12198v2,creativecommons.org/licenses/by/4.0/,Quantifying the Contextualization of Word Representations with Semantic Class Probing,Mengjie Zhao and Philipp Dufter and Yadollah Yaghoobzadeh and Hinrich Schütze,http://arxiv.org/pdf/2004.12198v2
http://arxiv.org/abs/2010.07261v2,creativecommons.org/licenses/by/4.0/,Learning Improvised Chatbots from Adversarial Modifications of Natural Language Feedback,Makesh Narsimhan Sreedhar and Kun Ni and Siva Reddy,http://arxiv.org/pdf/2010.07261v2
http://arxiv.org/abs/2012.00124v1,creativecommons.org/licenses/by/4.0/,Extreme Model Compression for On-device Natural Language Understanding,Kanthashree Mysore Sathyendra and Samridhi Choudhary and Leah Nicolich-Henkin,http://arxiv.org/pdf/2012.00124v1
http://arxiv.org/abs/2012.04446v1,creativecommons.org/licenses/by/4.0/,LAMP: Label Augmented Multimodal Pretraining,Jia Guo and Chen Zhu and Yilun Zhao and Heda Wang and Yao Hu and Xiaofei He and Deng Cai,http://arxiv.org/pdf/2012.04446v1
http://arxiv.org/abs/2103.15335v1,creativecommons.org/licenses/by/4.0/,Changing the Mind of Transformers for Topically-Controllable Language Generation,Haw-Shiuan Chang and Jiaming Yuan and Mohit Iyyer and Andrew McCallum,http://arxiv.org/pdf/2103.15335v1
http://arxiv.org/abs/2108.12848v2,creativecommons.org/licenses/by/4.0/,Span Fine-tuning for Pre-trained Language Models,Rongzhou Bao and Zhuosheng Zhang and Hai Zhao,http://arxiv.org/pdf/2108.12848v2
http://arxiv.org/abs/2109.05190v3,creativecommons.org/licenses/by/4.0/,PoKE: A Prompt-based Knowledge Eliciting Approach for Event Argument Extraction,Jiaju Lin and Qin Chen,http://arxiv.org/pdf/2109.05190v3
http://arxiv.org/abs/2109.07765v1,creativecommons.org/licenses/by/4.0/,"Spanish Biomedical Crawled Corpus: A Large, Diverse Dataset for Spanish Biomedical Language Models",Casimiro Pio Carrino and Jordi Armengol-Estapé and Ona de Gibert Bonet and Asier Gutiérrez-Fandiño and Aitor Gonzalez-Agirre and Martin Krallinger and Marta Villegas,http://arxiv.org/pdf/2109.07765v1
http://arxiv.org/abs/2109.08648v1,creativecommons.org/licenses/by/4.0/,Efficient Measuring of Readability to Improve Documents Accessibility for Arabic Language Learners,Sadik Bessou and Ghozlane Chenni,http://arxiv.org/pdf/2109.08648v1
http://arxiv.org/abs/2110.01799v1,creativecommons.org/licenses/by/4.0/,ContractNLI: A Dataset for Document-level Natural Language Inference for Contracts,Yuta Koreeda and Christopher D. Manning,http://arxiv.org/pdf/2110.01799v1
http://arxiv.org/abs/2110.04541v3,creativecommons.org/licenses/by/4.0/,The Inductive Bias of In-Context Learning: Rethinking Pretraining Example Design,Yoav Levine and Noam Wies and Daniel Jannai and Dan Navon and Yedid Hoshen and Amnon Shashua,http://arxiv.org/pdf/2110.04541v3
http://arxiv.org/abs/2110.08329v2,creativecommons.org/licenses/by/4.0/,Control Prefixes for Parameter-Efficient Text Generation,Jordan Clive and Kris Cao and Marek Rei,http://arxiv.org/pdf/2110.08329v2
http://arxiv.org/abs/2111.06467v2,creativecommons.org/licenses/by/4.0/,SynthBio: A Case Study in Human-AI Collaborative Curation of Text Datasets,Ann Yuan and Daphne Ippolito and Vitaly Nikolaev and Chris Callison-Burch and Andy Coenen and Sebastian Gehrmann,http://arxiv.org/pdf/2111.06467v2
http://arxiv.org/abs/2111.08249v1,creativecommons.org/licenses/by/4.0/,Bengali Handwritten Grapheme Classification: Deep Learning Approach,Tarun Roy and Hasib Hasan and Kowsar Hossain and Masuma Akter Rumi,http://arxiv.org/pdf/2111.08249v1
http://arxiv.org/abs/2203.02167v1,creativecommons.org/licenses/by/4.0/,SimKGC: Simple Contrastive Knowledge Graph Completion with Pre-trained Language Models,Liang Wang and Wei Zhao and Zhuoyu Wei and Jingming Liu,http://arxiv.org/pdf/2203.02167v1
http://arxiv.org/abs/2203.05648v1,creativecommons.org/licenses/by/4.0/,"Contextualized Sensorimotor Norms: multi-dimensional measures of sensorimotor strength for ambiguous English words, in context",Sean Trott and Benjamin Bergen,http://arxiv.org/pdf/2203.05648v1
http://arxiv.org/abs/2203.11171v4,creativecommons.org/licenses/by/4.0/,Self-Consistency Improves Chain of Thought Reasoning in Language Models,Xuezhi Wang and Jason Wei and Dale Schuurmans and Quoc Le and Ed Chi and Sharan Narang and Aakanksha Chowdhery and Denny Zhou,http://arxiv.org/pdf/2203.11171v4
http://arxiv.org/abs/2204.01959v1,creativecommons.org/licenses/by/4.0/,Data Augmentation for Intent Classification with Off-the-shelf Large Language Models,Gaurav Sahu and Pau Rodriguez and Issam H. Laradji and Parmida Atighehchian and David Vazquez and Dzmitry Bahdanau,http://arxiv.org/pdf/2204.01959v1
http://arxiv.org/abs/2204.03031v2,creativecommons.org/licenses/by/4.0/,VALUE: Understanding Dialect Disparity in NLU,Caleb Ziems and Jiaao Chen and Camille Harris and Jessica Anderson and Diyi Yang,http://arxiv.org/pdf/2204.03031v2
http://arxiv.org/abs/2206.11815v1,creativecommons.org/licenses/by/4.0/,Always Keep your Target in Mind: Studying Semantics and Improving Performance of Neural Lexical Substitution,Nikolay Arefyev and Boris Sheludko and Alexander Podolskiy and Alexander Panchenko,http://arxiv.org/pdf/2206.11815v1
http://arxiv.org/abs/2206.14607v1,creativecommons.org/licenses/by/4.0/,NERDA-Con: Extending NER models for Continual Learning -- Integrating Distinct Tasks and Updating Distribution Shifts,Supriti Vijay and Aman Priyanshu,http://arxiv.org/pdf/2206.14607v1
http://arxiv.org/abs/2208.05393v1,creativecommons.org/licenses/by/4.0/,A Quantum Natural Language Processing Approach to Pronoun Resolution,Hadi Wazni and Kin Ian Lo and Lachlan McPheat and Mehrnoosh Sadrzadeh,http://arxiv.org/pdf/2208.05393v1
http://arxiv.org/abs/2208.05596v1,creativecommons.org/licenses/by/4.0/,Finding Reusable Machine Learning Components to Build Programming Language Processing Pipelines,Patrick Flynn and Tristan Vanderbruggen and Chunhua Liao and Pei-Hung Lin and Murali Emani and Xipeng Shen,http://arxiv.org/pdf/2208.05596v1
http://arxiv.org/abs/2208.08195v2,creativecommons.org/licenses/by/4.0/,Benchmarking Compositionality with Formal Languages,Josef Valvoda and Naomi Saphra and Jonathan Rawski and Adina Williams and Ryan Cotterell,http://arxiv.org/pdf/2208.08195v2
http://arxiv.org/abs/2208.12367v2,creativecommons.org/licenses/by/4.0/,A Compact Pretraining Approach for Neural Language Models,Shahriar Golchin and Mihai Surdeanu and Nazgol Tavabi and Ata Kiapour,http://arxiv.org/pdf/2208.12367v2
http://arxiv.org/abs/2208.14652v1,creativecommons.org/licenses/by/4.0/,Unified Knowledge Prompt Pre-training for Customer Service Dialogues,Keqing He and Jingang Wang and Chaobo Sun and Wei Wu,http://arxiv.org/pdf/2208.14652v1
